Year,DayOfWeek,Shift,Country,State,Local,Industry Sector,Accident Severity,Potential Severity,Accident Type,Gender,Age,Employee Type,Critical Risk,Damage Index,Hour Type,Safety Gear,Month
2015,Friday,Morning,India,Odisha,Odisha_Local_13,Electronics,Minor Injury,Low,Machinery Accident,Male,47,Third Party,Fall from Height,4115,Working Hours,Yes,September
2018,Thursday,Afternoon,India,Bihar,Bihar_Local_13,Cement,Minor Injury,Low,Slips/Trips,Female,34,Outsider,Gas Leak,7138,Working Hours,No,September
2015,Saturday,Morning,India,Maharashtra,Maharashtra_Local_4,Petrochemicals,Severe Injury,High,Explosion,Female,31,Outsider,Gas Leak,9423,Working Hours,No,July
2015,Tuesday,Night,India,Chhattisgarh,Chhattisgarh_Local_12,Petrochemicals,Minor Injury,Low,Chemical Spill,Male,54,Third Party,Gas Leak,6448,Working Hours,No,November
2015,Monday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_5,Petrochemicals,Severe Injury,High,Fire,Female,54,Outsider,Chemical Exposure,5052,Working Hours,No,May
2016,Saturday,Morning,India,Haryana,Haryana_Local_9,Steel,Severe Injury,High,Fall from Height,Female,29,Outsider,Fire/Explosion,7956,Overtime,Yes,April
2018,Sunday,Afternoon,India,Karnataka,Karnataka_Local_11,Petrochemicals,Minor Injury,Low,Fire,Male,50,Outsider,Mechanical Impact,8611,Working Hours,No,January
2015,Saturday,Afternoon,India,Telangana,Telangana_Local_8,Cement,Severe Injury,High,Explosion,Male,32,Outsider,Heavy Machinery,7434,Overtime,No,November
2016,Tuesday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_2,Fertilizers,Severe Injury,High,Chemical Spill,Male,41,Outsider,Gas Leak,4457,Working Hours,No,June
2015,Monday,Night,India,Maharashtra,Maharashtra_Local_3,Mining,Handicapped,Moderate,Fall from Height,Male,32,Outsider,Pressure Systems,5748,Working Hours,Yes,January
2017,Tuesday,Afternoon,India,Assam,Assam_Local_3,Textiles,Minor Injury,Low,Electrical Fault,Female,44,Third Party,Gas Leak,3620,Working Hours,No,June
2018,Monday,Morning,India,Karnataka,Karnataka_Local_7,Petrochemicals,Minor Injury,Low,Explosion,Male,45,Outsider,Slip/Trip,1820,Working Hours,No,July
2017,Saturday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_3,Cement,Fatal,High,Structural Collapse,Female,33,Outsider,Manual Tools,6209,Working Hours,Yes,May
2019,Friday,Afternoon,India,Rajasthan,Rajasthan_Local_6,Automobiles,Fatal,High,Electrical Fault,Female,56,Outsider,Manual Tools,5594,Overtime,Yes,May
2017,Saturday,Morning,India,Karnataka,Karnataka_Local_10,Pharmaceuticals,Minor Injury,Low,Machinery Accident,Male,51,Employee,Pressure Systems,9145,Working Hours,No,June
2020,Saturday,Night,India,Maharashtra,Maharashtra_Local_15,Cement,Severe Injury,High,Structural Collapse,Male,40,Outsider,Mechanical Impact,319,Overtime,No,March
2020,Friday,Night,India,Bihar,Bihar_Local_14,Cement,Severe Injury,High,Chemical Spill,Female,50,Employee,Slip/Trip,3845,Overtime,Yes,May
2019,Monday,Afternoon,India,Gujarat,Gujarat_Local_8,Construction,Minor Injury,Low,Manual Handling,Female,30,Outsider,Heavy Machinery,2972,Working Hours,No,September
2019,Sunday,Afternoon,India,Rajasthan,Rajasthan_Local_7,Fertilizers,Minor Injury,Low,Manual Handling,Male,53,Outsider,Mechanical Impact,391,Working Hours,No,February
2015,Thursday,Morning,India,West Bengal,West Bengal_Local_3,Mining,Severe Injury,High,Slips/Trips,Male,51,Outsider,Electric Shock,2970,Working Hours,No,June
2020,Tuesday,Afternoon,India,Punjab,Punjab_Local_9,Construction,Minor Injury,Low,Manual Handling,Female,47,Outsider,Gas Leak,4390,Working Hours,Yes,July
2018,Sunday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_15,Cement,Minor Injury,Low,Manual Handling,Male,25,Outsider,Mechanical Impact,3386,Overtime,No,March
2017,Wednesday,Night,India,Bihar,Bihar_Local_12,Mining,Handicapped,Moderate,Explosion,Female,28,Third Party,Electric Shock,8424,Overtime,Yes,February
2015,Sunday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_14,Steel,Severe Injury,High,Machinery Accident,Male,38,Outsider,Pressure Systems,1726,Working Hours,No,April
2019,Sunday,Afternoon,India,Haryana,Haryana_Local_9,Steel,Handicapped,Moderate,Fire,Male,36,Outsider,Pressure Systems,4745,Working Hours,No,February
2018,Tuesday,Night,India,West Bengal,West Bengal_Local_14,Fertilizers,Fatal,High,Explosion,Female,35,Third Party,Manual Tools,1859,Overtime,No,May
2018,Tuesday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_2,Mining,Minor Injury,Low,Structural Collapse,Male,53,Third Party,Heavy Machinery,1308,Working Hours,Yes,October
2017,Thursday,Afternoon,India,Gujarat,Gujarat_Local_14,Construction,Severe Injury,High,Slips/Trips,Male,32,Outsider,Slip/Trip,3222,Working Hours,No,April
2019,Thursday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_7,Petrochemicals,Severe Injury,High,Manual Handling,Female,47,Outsider,Pressure Systems,7542,Working Hours,No,March
2017,Saturday,Morning,India,Telangana,Telangana_Local_15,Fertilizers,Fatal,High,Fire,Female,39,Outsider,Fall from Height,6216,Overtime,No,December
2017,Tuesday,Afternoon,India,Punjab,Punjab_Local_2,Mining,Severe Injury,High,Structural Collapse,Female,39,Outsider,Fall from Height,2737,Overtime,Yes,May
2017,Saturday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_1,Steel,Minor Injury,Low,Machinery Accident,Male,27,Third Party,Manual Tools,5541,Working Hours,No,August
2020,Friday,Night,India,Telangana,Telangana_Local_11,Steel,Severe Injury,High,Structural Collapse,Male,30,Outsider,Heavy Machinery,4713,Working Hours,No,May
2018,Sunday,Morning,India,Rajasthan,Rajasthan_Local_9,Cement,Handicapped,Moderate,Explosion,Female,34,Third Party,Heavy Machinery,7325,Working Hours,Yes,September
2017,Sunday,Morning,India,Odisha,Odisha_Local_6,Steel,Severe Injury,High,Slips/Trips,Male,31,Outsider,Slip/Trip,2247,Working Hours,Yes,May
2015,Wednesday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_5,Electronics,Minor Injury,Low,Electrical Fault,Female,53,Employee,Manual Tools,396,Working Hours,No,September
2018,Monday,Afternoon,India,Haryana,Haryana_Local_6,Steel,Fatal,High,Electrical Fault,Female,31,Employee,Fall from Height,5256,Overtime,No,June
2015,Tuesday,Night,India,Telangana,Telangana_Local_15,Textiles,Severe Injury,High,Machinery Accident,Male,44,Outsider,Fall from Height,5621,Working Hours,No,February
2016,Monday,Night,India,Rajasthan,Rajasthan_Local_2,Textiles,Severe Injury,High,Vehicle Collision,Female,46,Outsider,Chemical Exposure,4308,Working Hours,No,April
2019,Saturday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_1,Textiles,Handicapped,Moderate,Vehicle Collision,Male,41,Employee,Pressure Systems,1091,Working Hours,No,November
2020,Monday,Night,India,Chhattisgarh,Chhattisgarh_Local_8,Petrochemicals,Severe Injury,High,Chemical Spill,Male,33,Outsider,Chemical Exposure,5035,Working Hours,No,June
2015,Saturday,Night,India,Karnataka,Karnataka_Local_11,Pharmaceuticals,Severe Injury,High,Electrical Fault,Male,33,Outsider,Slip/Trip,5068,Working Hours,No,June
2020,Sunday,Morning,India,Gujarat,Gujarat_Local_13,Steel,Handicapped,Moderate,Manual Handling,Male,28,Employee,Pressure Systems,7819,Working Hours,Yes,July
2020,Wednesday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_14,Electronics,Severe Injury,High,Fire,Male,25,Outsider,Electric Shock,233,Overtime,No,March
2017,Monday,Night,India,Karnataka,Karnataka_Local_3,Petrochemicals,Severe Injury,High,Fire,Male,41,Third Party,Chemical Exposure,719,Working Hours,No,May
2015,Wednesday,Afternoon,India,Haryana,Haryana_Local_15,Fertilizers,Minor Injury,Low,Machinery Accident,Female,32,Employee,Slip/Trip,8196,Working Hours,Yes,January
2019,Monday,Morning,India,Gujarat,Gujarat_Local_11,Cement,Minor Injury,Low,Slips/Trips,Female,27,Employee,Manual Tools,5202,Working Hours,Yes,August
2019,Monday,Morning,India,Maharashtra,Maharashtra_Local_13,Pharmaceuticals,Minor Injury,Low,Electrical Fault,Male,55,Outsider,Chemical Exposure,5079,Working Hours,Yes,February
2017,Saturday,Afternoon,India,Maharashtra,Maharashtra_Local_9,Fertilizers,Minor Injury,Low,Slips/Trips,Female,35,Outsider,Heavy Machinery,8083,Working Hours,No,January
2017,Wednesday,Afternoon,India,Gujarat,Gujarat_Local_6,Automobiles,Fatal,High,Electrical Fault,Male,31,Outsider,Manual Tools,7977,Overtime,No,October
2017,Friday,Night,India,West Bengal,West Bengal_Local_3,Mining,Handicapped,Moderate,Structural Collapse,Female,29,Outsider,Fall from Height,143,Overtime,Yes,October
2019,Saturday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_2,Construction,Minor Injury,Low,Manual Handling,Female,36,Outsider,Heavy Machinery,4261,Working Hours,Yes,December
2019,Wednesday,Afternoon,India,Maharashtra,Maharashtra_Local_1,Fertilizers,Severe Injury,High,Fire,Male,48,Third Party,Pressure Systems,9995,Working Hours,No,May
2015,Monday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_6,Petrochemicals,Handicapped,Moderate,Manual Handling,Male,33,Third Party,Heavy Machinery,7182,Working Hours,No,October
2015,Thursday,Night,India,Bihar,Bihar_Local_7,Petrochemicals,Severe Injury,High,Slips/Trips,Male,55,Outsider,Slip/Trip,9271,Working Hours,No,April
2015,Wednesday,Morning,India,Assam,Assam_Local_7,Steel,Minor Injury,Low,Machinery Accident,Male,25,Outsider,Gas Leak,9362,Working Hours,No,March
2016,Saturday,Night,India,Rajasthan,Rajasthan_Local_15,Fertilizers,Fatal,High,Manual Handling,Male,31,Outsider,Gas Leak,298,Working Hours,Yes,February
2017,Friday,Night,India,Haryana,Haryana_Local_1,Cement,Severe Injury,High,Manual Handling,Male,50,Outsider,Slip/Trip,9578,Working Hours,Yes,May
2016,Saturday,Night,India,Karnataka,Karnataka_Local_2,Petrochemicals,Handicapped,Moderate,Chemical Spill,Female,52,Third Party,Fall from Height,7807,Working Hours,Yes,December
2019,Monday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_3,Fertilizers,Severe Injury,High,Fire,Male,34,Third Party,Heavy Machinery,4498,Working Hours,No,March
2018,Friday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_5,Fertilizers,Fatal,High,Machinery Accident,Female,28,Third Party,Heavy Machinery,1377,Overtime,No,May
2019,Wednesday,Night,India,Maharashtra,Maharashtra_Local_5,Electronics,Fatal,High,Machinery Accident,Male,41,Employee,Slip/Trip,793,Working Hours,No,April
2017,Tuesday,Night,India,Telangana,Telangana_Local_14,Cement,Fatal,High,Manual Handling,Female,41,Third Party,Heavy Machinery,3497,Overtime,Yes,April
2018,Tuesday,Morning,India,West Bengal,West Bengal_Local_11,Petrochemicals,Minor Injury,Low,Manual Handling,Female,39,Employee,Chemical Exposure,2235,Working Hours,Yes,October
2016,Saturday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_2,Petrochemicals,Minor Injury,Low,Chemical Spill,Male,25,Third Party,Heavy Machinery,7099,Working Hours,Yes,July
2015,Thursday,Morning,India,Gujarat,Gujarat_Local_7,Petrochemicals,Severe Injury,High,Fire,Female,40,Outsider,Slip/Trip,5340,Working Hours,No,May
2015,Friday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_10,Construction,Fatal,High,Manual Handling,Male,34,Third Party,Fire/Explosion,2219,Working Hours,No,May
2015,Friday,Night,India,Tamil Nadu,Tamil Nadu_Local_15,Pharmaceuticals,Minor Injury,Low,Explosion,Male,26,Third Party,Fall from Height,2133,Working Hours,Yes,March
2020,Sunday,Night,India,Rajasthan,Rajasthan_Local_9,Textiles,Fatal,High,Manual Handling,Female,46,Employee,Mechanical Impact,9549,Working Hours,No,January
2017,Thursday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_15,Fertilizers,Severe Injury,High,Chemical Spill,Female,42,Outsider,Chemical Exposure,7750,Overtime,No,May
2017,Sunday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_10,Steel,Severe Injury,High,Fire,Male,26,Employee,Heavy Machinery,2153,Overtime,No,February
2018,Friday,Afternoon,India,Rajasthan,Rajasthan_Local_13,Construction,Minor Injury,Low,Fall from Height,Male,28,Employee,Pressure Systems,5451,Working Hours,Yes,October
2018,Monday,Morning,India,Gujarat,Gujarat_Local_11,Petrochemicals,Handicapped,Moderate,Chemical Spill,Male,37,Outsider,Heavy Machinery,8765,Working Hours,No,December
2015,Tuesday,Afternoon,India,Maharashtra,Maharashtra_Local_6,Steel,Fatal,High,Electrical Fault,Male,43,Outsider,Slip/Trip,1545,Overtime,No,May
2015,Wednesday,Afternoon,India,Punjab,Punjab_Local_11,Pharmaceuticals,Minor Injury,Low,Slips/Trips,Female,26,Third Party,Mechanical Impact,5359,Working Hours,No,March
2016,Tuesday,Night,India,Gujarat,Gujarat_Local_2,Mining,Fatal,High,Fall from Height,Male,35,Outsider,Pressure Systems,2135,Overtime,No,May
2017,Friday,Night,India,Rajasthan,Rajasthan_Local_9,Cement,Severe Injury,High,Chemical Spill,Female,56,Outsider,Gas Leak,5889,Overtime,No,May
2020,Sunday,Night,India,Odisha,Odisha_Local_11,Electronics,Severe Injury,High,Manual Handling,Female,36,Outsider,Heavy Machinery,1184,Overtime,No,May
2017,Sunday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_13,Automobiles,Fatal,High,Slips/Trips,Male,45,Third Party,Electric Shock,231,Overtime,No,April
2015,Wednesday,Afternoon,India,Haryana,Haryana_Local_1,Petrochemicals,Minor Injury,Low,Manual Handling,Male,45,Third Party,Pressure Systems,9142,Working Hours,No,October
2018,Wednesday,Afternoon,India,Punjab,Punjab_Local_10,Construction,Minor Injury,Low,Chemical Spill,Male,32,Third Party,Pressure Systems,5900,Working Hours,Yes,July
2020,Saturday,Night,India,Bihar,Bihar_Local_13,Steel,Severe Injury,High,Electrical Fault,Female,32,Outsider,Heavy Machinery,4537,Overtime,No,June
2015,Tuesday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_12,Cement,Severe Injury,High,Manual Handling,Female,37,Third Party,Gas Leak,746,Working Hours,No,April
2020,Tuesday,Morning,India,Haryana,Haryana_Local_10,Fertilizers,Handicapped,Moderate,Electrical Fault,Female,31,Outsider,Fire/Explosion,6093,Working Hours,No,July
2019,Wednesday,Morning,India,Odisha,Odisha_Local_8,Pharmaceuticals,Handicapped,Moderate,Machinery Accident,Male,40,Outsider,Electric Shock,9435,Overtime,No,March
2018,Sunday,Morning,India,Odisha,Odisha_Local_9,Steel,Handicapped,Moderate,Manual Handling,Male,36,Outsider,Fire/Explosion,848,Working Hours,Yes,December
2020,Monday,Night,India,Punjab,Punjab_Local_9,Petrochemicals,Handicapped,Moderate,Electrical Fault,Male,54,Outsider,Gas Leak,7637,Overtime,No,December
2016,Wednesday,Night,India,Assam,Assam_Local_8,Textiles,Severe Injury,High,Slips/Trips,Male,36,Third Party,Chemical Exposure,812,Overtime,No,April
2018,Monday,Night,India,Telangana,Telangana_Local_12,Cement,Handicapped,Moderate,Manual Handling,Female,27,Employee,Heavy Machinery,5527,Overtime,No,August
2020,Saturday,Afternoon,India,Maharashtra,Maharashtra_Local_10,Textiles,Minor Injury,Low,Manual Handling,Female,32,Third Party,Fall from Height,5787,Overtime,Yes,December
2020,Saturday,Afternoon,India,Maharashtra,Maharashtra_Local_14,Construction,Minor Injury,Low,Fall from Height,Female,43,Outsider,Heavy Machinery,3361,Working Hours,Yes,October
2020,Friday,Afternoon,India,Assam,Assam_Local_11,Petrochemicals,Severe Injury,High,Fire,Male,48,Third Party,Gas Leak,1791,Overtime,Yes,April
2020,Thursday,Night,India,Karnataka,Karnataka_Local_2,Construction,Minor Injury,Low,Explosion,Male,52,Third Party,Pressure Systems,9909,Overtime,No,March
2018,Monday,Afternoon,India,Haryana,Haryana_Local_10,Cement,Handicapped,Moderate,Chemical Spill,Male,33,Employee,Fire/Explosion,220,Overtime,Yes,March
2020,Thursday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_13,Automobiles,Fatal,High,Electrical Fault,Male,38,Outsider,Manual Tools,9337,Working Hours,Yes,April
2016,Monday,Morning,India,Assam,Assam_Local_14,Electronics,Severe Injury,High,Explosion,Male,42,Outsider,Slip/Trip,7174,Working Hours,No,April
2015,Sunday,Night,India,Odisha,Odisha_Local_15,Pharmaceuticals,Handicapped,Moderate,Electrical Fault,Male,37,Outsider,Heavy Machinery,2092,Working Hours,Yes,February
2016,Monday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_9,Construction,Handicapped,Moderate,Structural Collapse,Female,56,Employee,Fire/Explosion,1805,Overtime,No,March
2017,Wednesday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_9,Fertilizers,Handicapped,Moderate,Structural Collapse,Female,31,Outsider,Mechanical Impact,9639,Working Hours,No,September
2018,Monday,Morning,India,Bihar,Bihar_Local_9,Electronics,Severe Injury,High,Explosion,Male,55,Outsider,Chemical Exposure,2427,Working Hours,No,May
2018,Saturday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_9,Fertilizers,Minor Injury,Low,Chemical Spill,Male,25,Employee,Chemical Exposure,1564,Overtime,No,November
2016,Tuesday,Afternoon,India,Haryana,Haryana_Local_3,Cement,Severe Injury,High,Manual Handling,Male,53,Third Party,Fall from Height,3626,Working Hours,No,April
2017,Thursday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_1,Mining,Fatal,High,Structural Collapse,Female,30,Employee,Chemical Exposure,5841,Overtime,No,February
2020,Thursday,Night,India,Gujarat,Gujarat_Local_10,Steel,Severe Injury,High,Structural Collapse,Female,51,Third Party,Manual Tools,8716,Overtime,Yes,June
2018,Saturday,Morning,India,Haryana,Haryana_Local_15,Automobiles,Handicapped,Moderate,Manual Handling,Male,36,Third Party,Manual Tools,365,Working Hours,No,January
2019,Friday,Morning,India,Odisha,Odisha_Local_10,Fertilizers,Minor Injury,Low,Fire,Male,32,Outsider,Slip/Trip,8240,Working Hours,No,November
2017,Sunday,Morning,India,Odisha,Odisha_Local_3,Textiles,Severe Injury,High,Machinery Accident,Female,43,Outsider,Chemical Exposure,4290,Working Hours,No,March
2017,Saturday,Morning,India,West Bengal,West Bengal_Local_7,Textiles,Handicapped,Moderate,Fire,Male,43,Outsider,Fire/Explosion,4699,Working Hours,No,July
2017,Saturday,Morning,India,West Bengal,West Bengal_Local_9,Pharmaceuticals,Handicapped,Moderate,Electrical Fault,Male,38,Outsider,Slip/Trip,7234,Working Hours,No,October
2020,Tuesday,Morning,India,Tamil Nadu,Tamil Nadu_Local_3,Cement,Minor Injury,Low,Slips/Trips,Female,27,Outsider,Gas Leak,7017,Working Hours,No,March
2016,Monday,Morning,India,Gujarat,Gujarat_Local_5,Fertilizers,Handicapped,Moderate,Electrical Fault,Female,31,Outsider,Manual Tools,5855,Working Hours,No,February
2019,Friday,Afternoon,India,Bihar,Bihar_Local_15,Automobiles,Fatal,High,Vehicle Collision,Female,25,Employee,Electric Shock,2401,Working Hours,No,November
2016,Friday,Morning,India,Rajasthan,Rajasthan_Local_10,Petrochemicals,Minor Injury,Low,Manual Handling,Female,25,Employee,Fire/Explosion,1119,Working Hours,No,February
2017,Monday,Afternoon,India,Maharashtra,Maharashtra_Local_9,Pharmaceuticals,Minor Injury,Low,Fire,Male,35,Employee,Gas Leak,1430,Working Hours,No,September
2015,Monday,Morning,India,Karnataka,Karnataka_Local_8,Automobiles,Severe Injury,High,Vehicle Collision,Female,53,Outsider,Gas Leak,5889,Working Hours,No,September
2015,Sunday,Night,India,Bihar,Bihar_Local_8,Automobiles,Fatal,High,Electrical Fault,Female,37,Outsider,Heavy Machinery,3574,Working Hours,No,April
2015,Wednesday,Afternoon,India,Gujarat,Gujarat_Local_7,Automobiles,Severe Injury,High,Manual Handling,Male,40,Third Party,Pressure Systems,3049,Working Hours,No,June
2018,Friday,Afternoon,India,Odisha,Odisha_Local_10,Fertilizers,Fatal,High,Chemical Spill,Female,37,Outsider,Fall from Height,9329,Overtime,No,April
2020,Monday,Morning,India,Maharashtra,Maharashtra_Local_1,Cement,Severe Injury,High,Manual Handling,Male,54,Outsider,Pressure Systems,5541,Working Hours,No,June
2016,Tuesday,Afternoon,India,Punjab,Punjab_Local_3,Automobiles,Minor Injury,Low,Vehicle Collision,Female,25,Outsider,Chemical Exposure,4134,Working Hours,No,August
